item,itemLabel,itemDescription,statement_count
http://www.wikidata.org/entity/Q24822552,Sif Glacier,Glacier in Greenland,6
http://www.wikidata.org/entity/Q24822570,Sigurd Berg Gletscher,Glacier in Greenland,6
http://www.wikidata.org/entity/Q24822573,Sigyn Gletscher,Glacier in Greenland,6
http://www.wikidata.org/entity/Q24822587,Sermeq Silarleq,Glacier in Greenland,6
http://www.wikidata.org/entity/Q24822597,Q24822597,,6
http://www.wikidata.org/entity/Q24822722,Skaktgletscher,Glacier in Greenland,6
http://www.wikidata.org/entity/Q24822740,Skeen,Glacier in Greenland,6
http://www.wikidata.org/entity/Q24822763,Skinfaxe (glacier),Glacier in Greenland,6
http://www.wikidata.org/entity/Q24822769,Skjoldmøen,Glacier in Greenland,6
http://www.wikidata.org/entity/Q24822866,Q24822866,,6
http://www.wikidata.org/entity/Q24822889,Skråbræ,Glacier in Greenland,6
http://www.wikidata.org/entity/Q24822909,Q24822909,,6
http://www.wikidata.org/entity/Q24822925,Q24822925,,6
http://www.wikidata.org/entity/Q24823015,Steenstrup Gletscher,,6
http://www.wikidata.org/entity/Q24823043,Stephan Gletscher,,6
http://www.wikidata.org/entity/Q24823061,Q24823061,,6
http://www.wikidata.org/entity/Q24823063,Q24823063,,6
http://www.wikidata.org/entity/Q24823114,Q24823114,,6
http://www.wikidata.org/entity/Q24823139,Q24823139,,6
http://www.wikidata.org/entity/Q24823218,Q24823218,,6
http://www.wikidata.org/entity/Q24823407,Q24823407,,6
http://www.wikidata.org/entity/Q24826066,Roma Gletscher,,6
http://www.wikidata.org/entity/Q24826085,Rumleren,,6
http://www.wikidata.org/entity/Q24826998,Q24826998,,6
http://www.wikidata.org/entity/Q24827089,Qungulertussup Sermia,,6
http://www.wikidata.org/entity/Q24827136,Rosenborg Gletscher,,6
http://www.wikidata.org/entity/Q24827519,Q24827519,,6
http://www.wikidata.org/entity/Q24827651,Porsild Gletscher,,6
http://www.wikidata.org/entity/Q24827655,Portgletscher,,6
http://www.wikidata.org/entity/Q24827773,Q24827773,,6
http://www.wikidata.org/entity/Q24827858,Sermeq Qiterdleq,,6
http://www.wikidata.org/entity/Q24828311,Laubes Gletscher,,6
http://www.wikidata.org/entity/Q24828314,Lavinegletscher,,6
http://www.wikidata.org/entity/Q24828316,Q24828316,glacier in Greenland,6
http://www.wikidata.org/entity/Q24828320,Lejrgletscher,,6
http://www.wikidata.org/entity/Q24828326,Q24828326,glacier in Greenland,6
http://www.wikidata.org/entity/Q24828340,Lille Gletscher,,6
http://www.wikidata.org/entity/Q24828341,Lillegletscher,,6
http://www.wikidata.org/entity/Q24828356,Louise Gletscher,,6
http://www.wikidata.org/entity/Q24828366,Lurgletscher,,6
http://www.wikidata.org/entity/Q24828370,Q24828370,,6
http://www.wikidata.org/entity/Q24828372,Q24828372,glacier in Greenland,6
http://www.wikidata.org/entity/Q24828375,Lystergletscher,,6
http://www.wikidata.org/entity/Q24828380,MacMillan Gletscher,,6
http://www.wikidata.org/entity/Q24828410,Q24828410,glacier in Greenland,6
http://www.wikidata.org/entity/Q24828448,Marie Sophie Gletscher,,6
http://www.wikidata.org/entity/Q24828528,Moore Gletscher,,6
http://www.wikidata.org/entity/Q22464947,Q22464947,,6
http://www.wikidata.org/entity/Q22466397,Ayesha Glacier,,6
http://www.wikidata.org/entity/Q22466402,Pagoda Glacier,,6
http://www.wikidata.org/entity/Q22466755,Q22466755,,6
http://www.wikidata.org/entity/Q22467619,Tavistock Glacier,,6
http://www.wikidata.org/entity/Q22468220,Q22468220,,6
http://www.wikidata.org/entity/Q22468485,Q22468485,,6
http://www.wikidata.org/entity/Q22468799,Palmer Glaciers,,6
http://www.wikidata.org/entity/Q22469246,Baby Glacier,glacier in Canada,6
http://www.wikidata.org/entity/Q22469293,Jambeau Glacier,,6
http://www.wikidata.org/entity/Q22469716,Tchaikazan Glacier,,6
http://www.wikidata.org/entity/Q22472024,Jarvis Glacier,glacier in Canada,6
http://www.wikidata.org/entity/Q22472791,Royal Glacier,,6
http://www.wikidata.org/entity/Q22473575,Tellot Glacier,,6
http://www.wikidata.org/entity/Q22474063,Parabola Glacier,,6
http://www.wikidata.org/entity/Q22474726,Q22474726,,6
http://www.wikidata.org/entity/Q22475057,Chaba Glacier,,6
http://www.wikidata.org/entity/Q22476673,Jewakwa Glacier,,6
http://www.wikidata.org/entity/Q22477073,Terra Alba Glacier,,6
http://www.wikidata.org/entity/Q22477552,Terrific Glacier,,6
http://www.wikidata.org/entity/Q22478934,Q22478934,,6
http://www.wikidata.org/entity/Q22479541,Q22479541,,6
http://www.wikidata.org/entity/Q22480435,Q22480435,,6
http://www.wikidata.org/entity/Q22480441,Q22480441,,6
http://www.wikidata.org/entity/Q22482189,McLennan Glacier,,6
http://www.wikidata.org/entity/Q22483432,Charon Glacier,,6
http://www.wikidata.org/entity/Q22484102,Chasm Glacier,,6
http://www.wikidata.org/entity/Q22485243,Cheakamus Glacier,,6
http://www.wikidata.org/entity/Q22485647,Cheekye Glacier,,6
http://www.wikidata.org/entity/Q22485900,Cheetwoot Glacier,,6
http://www.wikidata.org/entity/Q22486166,McParlon Glacier,,6
http://www.wikidata.org/entity/Q22489126,Meadow Glacier,,6
http://www.wikidata.org/entity/Q22489163,Q22489163,,6
http://www.wikidata.org/entity/Q22491545,Foreshore Glacier,,6
http://www.wikidata.org/entity/Q22492271,MeighenIce Cap,glacier in Canada,6
http://www.wikidata.org/entity/Q22492602,Chilko Glacier,,6
http://www.wikidata.org/entity/Q22493295,Melbern Glacier,,6
http://www.wikidata.org/entity/Q24828762,Nippoldt Gletscher,,6
http://www.wikidata.org/entity/Q24828790,Nordfjord Gletscher,glacier in Greenland,6
http://www.wikidata.org/entity/Q24828793,Nord Gletscher,,6
http://www.wikidata.org/entity/Q24828883,Q24828883,,6
http://www.wikidata.org/entity/Q24829000,Q24829000,,6
http://www.wikidata.org/entity/Q24829003,Q24829003,,6
http://www.wikidata.org/entity/Q24829598,Isunnguata Sermia,,6
http://www.wikidata.org/entity/Q24829706,Q24829706,,6
http://www.wikidata.org/entity/Q24829716,James Gletscher,,6
http://www.wikidata.org/entity/Q24829734,Q24829734,glacier in Greenland,6
http://www.wikidata.org/entity/Q24829741,Q24829741,glacier in Greenland,6
http://www.wikidata.org/entity/Q24829746,Josephine Gletscher,,6
http://www.wikidata.org/entity/Q24829749,Q24829749,glacier in Greenland,6
http://www.wikidata.org/entity/Q24829756,Jungersen Gletscher,,6
http://www.wikidata.org/entity/Q24829757,Juragletscheren,,6
http://www.wikidata.org/entity/Q24829762,Q24829762,glacier in Greenland,6
http://www.wikidata.org/entity/Q24829767,Kagtilersarpia,,6
http://www.wikidata.org/entity/Q24829776,Kakivfait Sermiat,,6
http://www.wikidata.org/entity/Q24829784,Kamelgletscher,,6
http://www.wikidata.org/entity/Q24829814,Q24829814,,6
http://www.wikidata.org/entity/Q24829834,Q24829834,glacier in Greenland,6
http://www.wikidata.org/entity/Q24829887,Q24829887,glacier in Greenland,6
http://www.wikidata.org/entity/Q24829900,Kangilerngata Sermia,,6
http://www.wikidata.org/entity/Q24829908,Q24829908,glacier in Greenland,6
http://www.wikidata.org/entity/Q24829910,Q24829910,glacier in Greenland,6
http://www.wikidata.org/entity/Q24829968,Kiattuut Sermiat,,6
http://www.wikidata.org/entity/Q24830051,Kjer Gletscher,,6
http://www.wikidata.org/entity/Q24830106,Kristian Gletscher,,6
http://www.wikidata.org/entity/Q24830171,Q24830171,glacier in Greenland,6
http://www.wikidata.org/entity/Q24830227,Langenthaler Gletscher,,6
http://www.wikidata.org/entity/Q24830251,Mercanton Gletscher,,6
http://www.wikidata.org/entity/Q24830779,Femstjernen,,6
http://www.wikidata.org/entity/Q24830805,Forbindelsegletscher,,6
http://www.wikidata.org/entity/Q24830815,Q24830815,,6
http://www.wikidata.org/entity/Q24830849,Gaflen,,6
http://www.wikidata.org/entity/Q24830852,Gammel Hellerup Gletscher,,6
http://www.wikidata.org/entity/Q24830861,Q24830861,glacier in Greenland,6
http://www.wikidata.org/entity/Q24830877,Gerard De Geer Gletscher,,6
http://www.wikidata.org/entity/Q24830878,Gerd Gletscher,,6
http://www.wikidata.org/entity/Q24830887,Gjallerbroen,,6
http://www.wikidata.org/entity/Q24830911,Q24830911,glacier in Greenland,6
http://www.wikidata.org/entity/Q24830936,Guldfaxe,,6
http://www.wikidata.org/entity/Q24830941,Gullygletscher,,6
http://www.wikidata.org/entity/Q24830950,Gymer Gletscher,,6
http://www.wikidata.org/entity/Q24830951,Q24830951,glacier in Greenland,6
http://www.wikidata.org/entity/Q24830978,Q24830978,glacier in Greenland,6
http://www.wikidata.org/entity/Q24830984,Harder Gletscher,,6
http://www.wikidata.org/entity/Q24830999,Hausmann Gletscher,,6
http://www.wikidata.org/entity/Q24831002,Hayes Gletscher,,6
http://www.wikidata.org/entity/Q24831043,Hisinger Gletscher,,6
http://www.wikidata.org/entity/Q24831046,Hjalte Gletscher,,6
http://www.wikidata.org/entity/Q24831059,Q24831059,,6
http://www.wikidata.org/entity/Q24831060,Q24831060,glacier in Greenland,6
http://www.wikidata.org/entity/Q24831150,Hubert Gletscher,,6
http://www.wikidata.org/entity/Q24831226,Idrac Gletscher,,6
http://www.wikidata.org/entity/Q24831491,Eqip Sermia,,6
http://www.wikidata.org/entity/Q24831519,Ilertak,,6
http://www.wikidata.org/entity/Q24831539,Evers Gletscher,,6
http://www.wikidata.org/entity/Q24831543,Eyvind Fjeld Gletscher,,6
http://www.wikidata.org/entity/Q24831586,Fulach Gletscher,,6
http://www.wikidata.org/entity/Q24831602,Grantagletscher,,6
http://www.wikidata.org/entity/Q24831608,Grete Gletscher,,6
http://www.wikidata.org/entity/Q24831613,Gronau Gletscher,,6
http://www.wikidata.org/entity/Q24831638,Heinkel Gletscher,,6
http://www.wikidata.org/entity/Q24831963,Q24831963,,6
http://www.wikidata.org/entity/Q24832007,Inuppaat Quuat,,6
http://www.wikidata.org/entity/Q24832042,Irisgletscher,,6
http://www.wikidata.org/entity/Q24832372,Q24832372,,6
http://www.wikidata.org/entity/Q24832503,Isfaldgletscher,,6
http://www.wikidata.org/entity/Q24832834,Q24832834,glacier in Greenland,6
http://www.wikidata.org/entity/Q24832849,Eielson Gletscher,,6
http://www.wikidata.org/entity/Q24832878,Emmanuel Gletscher,,6
http://www.wikidata.org/entity/Q24832952,Hugh Lee Gletscher,,6
http://www.wikidata.org/entity/Q24833273,Dukkegletscher,,6
http://www.wikidata.org/entity/Q6199236,Jimi Maasi Glacier,glacier in Canada,6
http://www.wikidata.org/entity/Q6398295,Keyhole Glacier,glacier in Canada,6
http://www.wikidata.org/entity/Q6406107,Kiitarayuk Glacier,glacier in Canada,6
http://www.wikidata.org/entity/Q6412449,Kingcome Glacier,glacier in Canada,6
http://www.wikidata.org/entity/Q24839316,Q24839316,,6
http://www.wikidata.org/entity/Q24839338,Q24839338,,6
http://www.wikidata.org/entity/Q24839770,Q24839770,glacier in Greenland,6
http://www.wikidata.org/entity/Q24839773,Q24839773,glacier in Greenland,6
http://www.wikidata.org/entity/Q24839783,Q24839783,glacier in Greenland,6
http://www.wikidata.org/entity/Q24839851,Argand Gletscher,,6
http://www.wikidata.org/entity/Q24839909,Q24839909,glacier in Greenland,6
http://www.wikidata.org/entity/Q24839936,Astrup Gletscher,,6
http://www.wikidata.org/entity/Q24840094,Avangnardliup Sermia,,6
http://www.wikidata.org/entity/Q24840117,Q24840117,glacier in Greenland,6
http://www.wikidata.org/entity/Q24840193,Balder Gletscher,,6
http://www.wikidata.org/entity/Q24840228,Belgrave Gletscher,gletsjer in Greenland,6
http://www.wikidata.org/entity/Q24840261,Q24840261,glacier in Greenland,6
http://www.wikidata.org/entity/Q24840264,Bertelsen Gletscher,,6
http://www.wikidata.org/entity/Q24840284,Bjarke Gletscher,,6
http://www.wikidata.org/entity/Q24840287,Bjerring Pedersen Gletscher,,6
http://www.wikidata.org/entity/Q24840296,Q24840296,glacier in Greenland,6
http://www.wikidata.org/entity/Q24840323,Q24840323,,6
http://www.wikidata.org/entity/Q24840402,Q24840402,glacier in Greenland,6
http://www.wikidata.org/entity/Q24840415,Borup Gletscher,,6
http://www.wikidata.org/entity/Q24840556,Q24840556,glacier in Greenland,6
http://www.wikidata.org/entity/Q24840568,Q24840568,glacier in Greenland,6
http://www.wikidata.org/entity/Q24840578,Bussemandgletscher,,6
http://www.wikidata.org/entity/Q24840607,Canongletscher,,6
http://www.wikidata.org/entity/Q24840643,Q24840643,glacier in Greenland,6
http://www.wikidata.org/entity/Q24840655,Charpentier Gletscher,,6
http://www.wikidata.org/entity/Q24840798,Q24840798,glacier in Greenland,6
http://www.wikidata.org/entity/Q24840868,Dietrichson Gletscher,,6
http://www.wikidata.org/entity/Q24842477,Q24842477,glacier in Greenland,6
http://www.wikidata.org/entity/Q24842491,Bamse Gletscher,glacier in Greenland,6
http://www.wikidata.org/entity/Q24842495,Berlingske Gletscher,,6
http://www.wikidata.org/entity/Q24842506,Brother John Gletscher,,6
http://www.wikidata.org/entity/Q24842510,Bu Gletscher,,6
http://www.wikidata.org/entity/Q24842521,Chield Gletscher,,6
http://www.wikidata.org/entity/Q24842523,Clements Markham Gletscher,,6
http://www.wikidata.org/entity/Q24842531,Diebitsch Gletscher,,6
http://www.wikidata.org/entity/Q24842533,Q24842533,glacier in Greenland,6
http://www.wikidata.org/entity/Q24842535,Dodge Gletscher,,6
http://www.wikidata.org/entity/Q24842546,Faith Gletscher,,6
http://www.wikidata.org/entity/Q24842547,Fan Gletscher,,6
http://www.wikidata.org/entity/Q24842563,Gade Gletscher,,6
http://www.wikidata.org/entity/Q24842584,Helland Gletscher,,6
http://www.wikidata.org/entity/Q24842596,Igdluluarssuit Gletscher,,6
http://www.wikidata.org/entity/Q24842597,Q24842597,glacier in Greenland,6
http://www.wikidata.org/entity/Q24842635,Kissel Gletscher,,6
http://www.wikidata.org/entity/Q24842639,Knud Rasmussen Glacier,"Glacier in Sermersooq, Greenland",6
http://www.wikidata.org/entity/Q24842654,Q24842654,glacier in Greenland,6
http://www.wikidata.org/entity/Q24842658,Meehan Gletscher,,6
http://www.wikidata.org/entity/Q24842664,Q24842664,glacier in Greenland,6
http://www.wikidata.org/entity/Q24842666,Mohn Gletscher,,6
http://www.wikidata.org/entity/Q24842670,Morris Jesup Gletscher,,6
http://www.wikidata.org/entity/Q24842696,Q24842696,,6
http://www.wikidata.org/entity/Q24842713,Pituffik Gletscher,,6
http://www.wikidata.org/entity/Q24842726,Qaanaaq Gletscher,,6
http://www.wikidata.org/entity/Q24842753,Rampen,,6
http://www.wikidata.org/entity/Q24842771,Savage Gletscher,,6
http://www.wikidata.org/entity/Q24842782,Q24842782,,6
http://www.wikidata.org/entity/Q24842784,Q24842784,,6
http://www.wikidata.org/entity/Q24842785,Sharp Gletscher,,6
http://www.wikidata.org/entity/Q24842797,Storm Gletscher,,6
http://www.wikidata.org/entity/Q24842813,Tracy Glacier,Glacier in Greenland,6
http://www.wikidata.org/entity/Q24842816,Tugto Gletscher,,6
http://www.wikidata.org/entity/Q24842862,Q24842862,glacier in Greenland,6
http://www.wikidata.org/entity/Q24843057,Q24843057,glacier in Greenland,6
http://www.wikidata.org/entity/Q24843060,Adams Gletscher,,6
http://www.wikidata.org/entity/Q24843131,Q24843131,glacier in Greenland,6
http://www.wikidata.org/entity/Q24843172,Q24843172,glacier in Greenland,6
http://www.wikidata.org/entity/Q24844702,Cecil Gletscher,,6
http://www.wikidata.org/entity/Q24844749,Morell Gletscher,,6
http://www.wikidata.org/entity/Q24844830,Ajungilaq,,6
http://www.wikidata.org/entity/Q24856258,Sermersuak,,6
http://www.wikidata.org/entity/Q32114997,Adverse Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32115057,Age Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32115078,Agnes Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32115588,Aida Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32116421,Alick Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32116757,Almer Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32116952,Amherst Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32117475,Andermatten Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32117742,Andy Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32119661,Arcade Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32120204,Armoury Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32120896,Ashburton Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32121178,Assault Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32121865,Avalanche Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32121937,Avoca Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32123874,Axius Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32124743,Balfour Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32125119,Bannie Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32125371,Barkley Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32125390,Barlow Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32125719,Barron Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32126324,Baumann Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32127219,Beelzebub Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32127244,Beetham Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32127340,Beith Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32134216,Blue Duck Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32134969,Blumenthal Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32135816,Bonar Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32135918,Bonney Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32138675,Boys Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32140302,Brewster Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32142642,Bruckner Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32142804,Bryant Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32145241,Burnett Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32145787,Burton Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32146684,Butcher Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32147836,Cahill Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32147883,Cain Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32148282,Callery Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32148724,Cameron Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32153029,Caroline Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32153164,Carrel Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32155037,Castries Glacier,,6
http://www.wikidata.org/entity/Q32157588,Chancellor Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32159905,Christopher Johnson Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32161034,Classen Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32161684,Cleves Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32161770,Cliff Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32161816,Climax Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32162117,Clover Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32163751,Cockayne Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32164391,Colin Campbell Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32167632,Corry Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32167930,County Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32170742,Croz Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32171741,Curzon Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32171890,Cuttance Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32172269,Dainty Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32173593,Dart Glacier,,6
http://www.wikidata.org/entity/Q32175723,Dechen Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32180260,Dipso Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32180790,Dispute Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32182607,Donald Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32183484,Dorothy Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32185174,Dredgeburn Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32189218,Earnslaw Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32190960,Edison Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32191871,Elcho Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32192169,Elizabeth Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32193142,Empress Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32193806,Eric Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32194050,Escape Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32194556,Eugenie Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32194765,Evans Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q32195268,Explorer Glacier,glacier in New Zealand,6
http://www.wikidata.org/entity/Q21798343,Triton Glacier,glacier in Greenland,6
http://www.wikidata.org/entity/Q21811406,Torv Glacier,glacier in Greenland,6
http://www.wikidata.org/entity/Q21821473,Grete Glacier,,6
http://www.wikidata.org/entity/Q21822466,Emmanuel Glacier,glacier in Greenland,6
http://www.wikidata.org/entity/Q21839009,Glacier Los Amarillos,glacier in Argentina,6
http://www.wikidata.org/entity/Q22495423,Q22495423,glacier in Canada,6
http://www.wikidata.org/entity/Q22496574,Chochiwa Glacier,,6
http://www.wikidata.org/entity/Q22497265,Chown Glacier,,6
http://www.wikidata.org/entity/Q22497362,Q22497362,,6
http://www.wikidata.org/entity/Q22497473,Q22497473,glacier in Canada,6
http://www.wikidata.org/entity/Q22500966,Q22500966,glacier in Canada,6
http://www.wikidata.org/entity/Q22501674,Fox Glacier,glacier in Canada,6
http://www.wikidata.org/entity/Q22501727,Pattullo Glaciers,,6
http://www.wikidata.org/entity/Q22502961,Thunderclap Glacier,,6
http://www.wikidata.org/entity/Q22504659,Tiedemann Glacier,,6
http://www.wikidata.org/entity/Q22505210,Clachnacudainn Icefield,,6
http://www.wikidata.org/entity/Q22505517,Clairvaux Glacier,,6
http://www.wikidata.org/entity/Q22505565,Tikke Glacier,,6
http://www.wikidata.org/entity/Q22505770,Q22505770,glacier in Canada,6
http://www.wikidata.org/entity/Q22505989,Frank Smith Glacier,,6
http://www.wikidata.org/entity/Q22506666,Pebble Glacier,,6
http://www.wikidata.org/entity/Q22507762,Q22507762,glacier in Canada,6
http://www.wikidata.org/entity/Q22508709,Tinniswood Glacier,,6
http://www.wikidata.org/entity/Q22509921,Freight Glacier,,6
http://www.wikidata.org/entity/Q22510532,Toba Glacier,,6
http://www.wikidata.org/entity/Q22511042,Military Glacier,,6
http://www.wikidata.org/entity/Q22511718,Pendant Glacier,,6
http://www.wikidata.org/entity/Q22511834,Q22511834,glacier in Canada,6
http://www.wikidata.org/entity/Q22512103,Clemenceau Glacier,,6
http://www.wikidata.org/entity/Q22512346,Clements Markham Glacier,,6
http://www.wikidata.org/entity/Q22512458,Clendinning Glacier,,6
http://www.wikidata.org/entity/Q22513175,Cliffe Glacier,,6
http://www.wikidata.org/entity/Q22514544,Per Ardua Glacier,,6
http://www.wikidata.org/entity/Q22515533,Milne Glacier,,6
http://www.wikidata.org/entity/Q22516926,Minaret Glacier,,6
http://www.wikidata.org/entity/Q22517354,Peshak Glacier,,6
http://www.wikidata.org/entity/Q22517631,Q22517631,,6
http://www.wikidata.org/entity/Q22517690,Barbette Glacier,,6
http://www.wikidata.org/entity/Q22517710,Barbican Glacier,,6
http://www.wikidata.org/entity/Q22521260,Train Glacier,,6
http://www.wikidata.org/entity/Q22521452,Q22521452,glacier in Canada,6
http://www.wikidata.org/entity/Q22521657,Transit Glacier,,6
http://www.wikidata.org/entity/Q22523149,Tredcroft Glacier,,6
http://www.wikidata.org/entity/Q22523396,Miserable Glacier,,6
http://www.wikidata.org/entity/Q22523777,Tremor Glacier,,6
http://www.wikidata.org/entity/Q22525009,Q22525009,,6
http://www.wikidata.org/entity/Q22525186,Trifid Glacier,,6
http://www.wikidata.org/entity/Q22525277,Q22525277,glacier in Canada,6
http://www.wikidata.org/entity/Q22525287,Q22525287,glacier in Canada,6
http://www.wikidata.org/entity/Q22526393,Misty Glacier,,6
http://www.wikidata.org/entity/Q22526983,Q22526983,,6
http://www.wikidata.org/entity/Q22528104,Q22528104,glacier in Canada,6
http://www.wikidata.org/entity/Q22528328,Q22528328,glacier in Canada,6
http://www.wikidata.org/entity/Q22529105,Mixala Glacier,,6
http://www.wikidata.org/entity/Q22529920,Q22529920,,6
http://www.wikidata.org/entity/Q22530338,Tsar Glacier,,6
http://www.wikidata.org/entity/Q22530871,Moby Dick Glacier,,6
http://www.wikidata.org/entity/Q22531062,Commander Glacier,,6
http://www.wikidata.org/entity/Q21844751,Eyvind Fjeld Glacier,glacier in Greenland,6
http://www.wikidata.org/entity/Q21850101,Evers Glacier,glacier in Greenland,6
http://www.wikidata.org/entity/Q21853163,Jomfru Glacier,glacier in Greenland,6
http://www.wikidata.org/entity/Q21855226,Vikinge Glacier,glacier in Greenland,6
http://www.wikidata.org/entity/Q21856762,Tvege Glacier,glacier in Greenland,6
http://www.wikidata.org/entity/Q26802245,Q26802245,glacier in India,6
http://www.wikidata.org/entity/Q26802256,Q26802256,glacier in India,6
http://www.wikidata.org/entity/Q26802272,Q26802272,glacier in India,6
http://www.wikidata.org/entity/Q26802323,Palphu,,6
http://www.wikidata.org/entity/Q26802324,Q26802324,glacier in India,6
http://www.wikidata.org/entity/Q26811958,Q26811958,,6
http://www.wikidata.org/entity/Q26812520,Q26812520,glacier in India,6
http://www.wikidata.org/entity/Q26812524,Q26812524,glacier in India,6
http://www.wikidata.org/entity/Q26814976,Raunjarhyun,,6
http://www.wikidata.org/entity/Q26816993,Makori Glacier,,6
http://www.wikidata.org/entity/Q26816995,Q26816995,glacier in India,6
http://www.wikidata.org/entity/Q26817014,Q26817014,glacier in India,6
http://www.wikidata.org/entity/Q26817015,Q26817015,glacier in India,6
http://www.wikidata.org/entity/Q26817038,Q26817038,glacier in India,6
http://www.wikidata.org/entity/Q26817040,Karu Glacier,,6
http://www.wikidata.org/entity/Q26817054,Shau Glacier,,6
http://www.wikidata.org/entity/Q26817065,Q26817065,,6
http://www.wikidata.org/entity/Q26817069,Nikora Glacier,,6
http://www.wikidata.org/entity/Q26817077,Kudi Glacier,,6
http://www.wikidata.org/entity/Q26817078,Bhadal Glacier,glacier in India,6
http://www.wikidata.org/entity/Q26817080,Q26817080,glacier in India,6
http://www.wikidata.org/entity/Q26817085,Sarni Glacier,,6
http://www.wikidata.org/entity/Q26817088,Q26817088,glacier in India,6
http://www.wikidata.org/entity/Q26817094,Q26817094,glacier in India,6
http://www.wikidata.org/entity/Q26817098,Tal Glacier,,6
http://www.wikidata.org/entity/Q26817124,Q26817124,glacier in India,6
http://www.wikidata.org/entity/Q26817168,Q26817168,glacier in India,6
