item,itemLabel,linkcount
http://www.wikidata.org/entity/Q21859084,Fuscher-Kar-Kees,2
http://www.wikidata.org/entity/Q21859087,Freiwandkees,2
http://www.wikidata.org/entity/Q21859094,Spielmannkees,2
http://www.wikidata.org/entity/Q21859097,Guttalkees,2
http://www.wikidata.org/entity/Q21859103,Granatspitzkees,2
http://www.wikidata.org/entity/Q21859110,Ödenwinkelkees,2
http://www.wikidata.org/entity/Q21859114,Riffelwinkel,2
http://www.wikidata.org/entity/Q21859133,Sonnblickkees,2
http://www.wikidata.org/entity/Q21859134,Landeggkees,2
http://www.wikidata.org/entity/Q21859139,Rifflkarkees,2
http://www.wikidata.org/entity/Q21859142,Oberes Rifflkees,2
http://www.wikidata.org/entity/Q21859143,Unteres Rifflkees,2
http://www.wikidata.org/entity/Q21859150,Schwarzköpflkees,2
http://www.wikidata.org/entity/Q21859153,Westliches Bärenkopfkees,2
http://www.wikidata.org/entity/Q21859154,Östliches Bärenkopfkees,2
http://www.wikidata.org/entity/Q21859157,Hochgruberkees,2
http://www.wikidata.org/entity/Q21859168,Rabenkees,2
http://www.wikidata.org/entity/Q21859182,Kleineiserkees,2
http://www.wikidata.org/entity/Q21859185,Eiserkees,2
http://www.wikidata.org/entity/Q21859189,Klockerinkees,2
http://www.wikidata.org/entity/Q21859190,Bratschenkopfkees,2
http://www.wikidata.org/entity/Q21859193,Kaindlkees,2
http://www.wikidata.org/entity/Q21859195,Boggeneikees,2
http://www.wikidata.org/entity/Q21859219,Schwarzkarlkees,2
http://www.wikidata.org/entity/Q21859220,Wurfkees,2
http://www.wikidata.org/entity/Q21859221,Oberes Hocheiserkees,2
http://www.wikidata.org/entity/Q21859223,Grießkogelkees,2
http://www.wikidata.org/entity/Q21859224,Hochweißenfeldkees,2
http://www.wikidata.org/entity/Q21859235,Wielingerkees,2
http://www.wikidata.org/entity/Q21859253,Wasserfallkees,2
http://www.wikidata.org/entity/Q21859254,Maurerkees,2
http://www.wikidata.org/entity/Q5161786,Conness Glacier,2
http://www.wikidata.org/entity/Q5161871,Connie Glacier,2
http://www.wikidata.org/entity/Q5165283,Continental Glacier,2
http://www.wikidata.org/entity/Q5187768,Crook Glacier,2
http://www.wikidata.org/entity/Q5214730,Dana Glacier,2
http://www.wikidata.org/entity/Q5225697,Dartmouth Glacier,2
http://www.wikidata.org/entity/Q5225979,Darwin Glacier,2
http://www.wikidata.org/entity/Q5248046,Debeli Namet,2
http://www.wikidata.org/entity/Q7971429,Washakie Glacier,2
http://www.wikidata.org/entity/Q7974700,Watkins Glacier,2
http://www.wikidata.org/entity/Q7981245,Wellesley Glacier,2
http://www.wikidata.org/entity/Q7986090,West Northwall Firn,2
http://www.wikidata.org/entity/Q7992240,Wheeler Peak Glacier,2
http://www.wikidata.org/entity/Q7994720,White Glacier,2
http://www.wikidata.org/entity/Q7995363,White Salmon Glacier,2
http://www.wikidata.org/entity/Q7996692,Whitney Glacier,2
http://www.wikidata.org/entity/Q8021030,Williams Glacier,2
http://www.wikidata.org/entity/Q8023065,Wilson Glacier,2
http://www.wikidata.org/entity/Q8026639,Wintun Glacier,2
http://www.wikidata.org/entity/Q21474330,Zélée Glacier Tongue,2
http://www.wikidata.org/entity/Q21474610,Whittle Glacier Tongue,2
http://www.wikidata.org/entity/Q21474628,Borchgrevink Glacier Tongue,2
http://www.wikidata.org/entity/Q21476048,Anguita,2
http://www.wikidata.org/entity/Q21485828,Geikie Glacier,2
http://www.wikidata.org/entity/Q21486602,Hayes Glacier,2
http://www.wikidata.org/entity/Q21486713,Harbour Glacier Tongue,2
http://www.wikidata.org/entity/Q21488260,Adélie Glacier,2
http://www.wikidata.org/entity/Q21488378,Kelsey Glacier,2
http://www.wikidata.org/entity/Q21488665,Aviator Glacier Tongue,2
http://www.wikidata.org/entity/Q21488799,Adare Glacier,2
http://www.wikidata.org/entity/Q21489263,Matusevich Glacier Tongue,2
http://www.wikidata.org/entity/Q21489661,Lillie Glacier Tongue,2
http://www.wikidata.org/entity/Q5272237,Dibble Iceberg Tongue,2
http://www.wikidata.org/entity/Q5278767,Dinwoody Glacier,2
http://www.wikidata.org/entity/Q5303115,Downer Glacier,2
http://www.wikidata.org/entity/Q5303261,Downs Glacier,2
http://www.wikidata.org/entity/Q5309997,DuNoir Glacier,2
http://www.wikidata.org/entity/Q5329057,East Northwall Firn,2
http://www.wikidata.org/entity/Q9079692,Stuptindbreen,2
http://www.wikidata.org/entity/Q9320800,Zawadzkibreen,2
http://www.wikidata.org/entity/Q10593457,Måskonåviveglaciären,2
http://www.wikidata.org/entity/Q10708024,Tärnaglaciären,2
http://www.wikidata.org/entity/Q10874466,Urumqi Glacier No.1,2
http://www.wikidata.org/entity/Q11213422,Q11213422,2
http://www.wikidata.org/entity/Q11213521,Rembesdalskåka,2
http://www.wikidata.org/entity/Q11213577,Q11213577,2
http://www.wikidata.org/entity/Q11213650,Q11213650,2
http://www.wikidata.org/entity/Q11213663,Q11213663,2
http://www.wikidata.org/entity/Q11213685,Q11213685,2
http://www.wikidata.org/entity/Q11214373,Gjertvassbreen,2
http://www.wikidata.org/entity/Q11214491,Q11214491,2
http://www.wikidata.org/entity/Q11214690,Q11214690,2
http://www.wikidata.org/entity/Q11214696,Vestre Svartisen,2
http://www.wikidata.org/entity/Q11214722,Q11214722,2
http://www.wikidata.org/entity/Q11214796,Q11214796,2
http://www.wikidata.org/entity/Q11214918,Q11214918,2
http://www.wikidata.org/entity/Q11215958,Q11215958,2
http://www.wikidata.org/entity/Q11217238,Q11217238,2
http://www.wikidata.org/entity/Q11217464,Q11217464,2
http://www.wikidata.org/entity/Q11217483,Q11217483,2
http://www.wikidata.org/entity/Q11241989,Q11241989,2
http://www.wikidata.org/entity/Q11242911,Storskavlen,2
http://www.wikidata.org/entity/Q11243670,Q11243670,2
http://www.wikidata.org/entity/Q11244552,Q11244552,2
http://www.wikidata.org/entity/Q11252565,Q11252565,2
http://www.wikidata.org/entity/Q11762340,Biernawskibreen,2
http://www.wikidata.org/entity/Q11762345,Rozyckibreen,2
http://www.wikidata.org/entity/Q21859266,Walcher Kees,2
http://www.wikidata.org/entity/Q21859281,Schmiedingerkees,2
http://www.wikidata.org/entity/Q21859283,Kammerkees,2
http://www.wikidata.org/entity/Q21859291,Brachkees,2
http://www.wikidata.org/entity/Q21859292,Hirzbachkees,2
http://www.wikidata.org/entity/Q21862077,First,2
http://www.wikidata.org/entity/Q21862787,Seekampkees,2
http://www.wikidata.org/entity/Q21862899,Storstrømmen Glacier,2
http://www.wikidata.org/entity/Q21864050,Winnebach Ferner,2
http://www.wikidata.org/entity/Q21864091,Wurtenkees,2
http://www.wikidata.org/entity/Q21865151,Rifflferner,2
http://www.wikidata.org/entity/Q21865756,Sexegertenferner,2
http://www.wikidata.org/entity/Q21865801,Sommerwandferner,2
http://www.wikidata.org/entity/Q21868455,Kleinelendkees,2
http://www.wikidata.org/entity/Q21868573,Klostertaler Gletscher,2
http://www.wikidata.org/entity/Q21868692,Kreuzferner,2
http://www.wikidata.org/entity/Q21868912,Latschferner,2
http://www.wikidata.org/entity/Q21869031,Lüsener Ferner,2
http://www.wikidata.org/entity/Q21869047,Löcher Ferner,2
http://www.wikidata.org/entity/Q21875824,Tuxer Ferner glacier,2
http://www.wikidata.org/entity/Q21875825,Bachfallferner,2
http://www.wikidata.org/entity/Q21876308,Abretterkees,2
http://www.wikidata.org/entity/Q21876349,Fürlegkees,2
http://www.wikidata.org/entity/Q21876351,Viltragenkees,2
http://www.wikidata.org/entity/Q21876371,Unterer Keesboden,2
http://www.wikidata.org/entity/Q21876384,Knorrkees,2
http://www.wikidata.org/entity/Q21876386,Karleskees,2
http://www.wikidata.org/entity/Q21876391,Oberer Keesboden,2
http://www.wikidata.org/entity/Q21876394,Dorferkees,2
http://www.wikidata.org/entity/Q21876411,Zettalunitzkees,2
http://www.wikidata.org/entity/Q21876430,Garaneberkees,2
http://www.wikidata.org/entity/Q21876443,Hexenkees,2
http://www.wikidata.org/entity/Q21879389,Waidsfeldkees,2
http://www.wikidata.org/entity/Q21879423,Südliches Leiterkeesl,2
http://www.wikidata.org/entity/Q21880607,Rötfleckkees,2
http://www.wikidata.org/entity/Q21880608,Rötkees,2
http://www.wikidata.org/entity/Q21899364,Spalte Glacier,2
http://www.wikidata.org/entity/Q21928827,Hofmannskees,2
http://www.wikidata.org/entity/Q22116717,Svend Foynbreen,2
http://www.wikidata.org/entity/Q22227085,Breifonna (Stryn),2
http://www.wikidata.org/entity/Q22305120,Q22305120,2
http://www.wikidata.org/entity/Q28086691,Langjøkulen,2
http://www.wikidata.org/entity/Q28086702,Pettersenbreen,2
http://www.wikidata.org/entity/Q28086725,Schwerdtbreen,2
http://www.wikidata.org/entity/Q28086751,Storskavlen,2
http://www.wikidata.org/entity/Q28086755,Sydowbreen,2
http://www.wikidata.org/entity/Q28089670,Rutenbergbreen,2
http://www.wikidata.org/entity/Q28095220,Augnebreen,2
http://www.wikidata.org/entity/Q28095263,Peer Gyntslottet,2
http://www.wikidata.org/entity/Q28095265,Reymondbreen,2
http://www.wikidata.org/entity/Q28095269,Solveigdomen,2
http://www.wikidata.org/entity/Q28155487,Nordenskiöld Glacier,2
http://www.wikidata.org/entity/Q28405131,Werenskioldbreen,2
http://www.wikidata.org/entity/Q28799713,Q28799713,2
http://www.wikidata.org/entity/Q28824302,Abxai Kyagrom,2
http://www.wikidata.org/entity/Q28831734,Chongce Bingchuan,2
http://www.wikidata.org/entity/Q29630597,Parpik Glacier,2
http://www.wikidata.org/entity/Q30692950,Touming Mengke Glacier,2
http://www.wikidata.org/entity/Q31856967,Kurumtoli Glacier,2
http://www.wikidata.org/entity/Q31856968,Sukeram Glacier,2
http://www.wikidata.org/entity/Q31858804,Bjørlykkebreen,2
http://www.wikidata.org/entity/Q31858992,Blackbreen,2
http://www.wikidata.org/entity/Q31860661,Conwaybreen,2
http://www.wikidata.org/entity/Q5407303,Eugene Glacier,2
http://www.wikidata.org/entity/Q5421313,Exploradores Glacier,2
http://www.wikidata.org/entity/Q5429801,Fair Glacier,2
http://www.wikidata.org/entity/Q11829569,Nangpai Gosum Glacier,2
http://www.wikidata.org/entity/Q11830019,Charlesbreen,2
http://www.wikidata.org/entity/Q11830023,Chauveaubreen,2
http://www.wikidata.org/entity/Q11830041,Gaffelbreen,2
http://www.wikidata.org/entity/Q11830111,Raudfjordbreen,2
http://www.wikidata.org/entity/Q11830546,Jeffery Glacier,2
http://www.wikidata.org/entity/Q11830606,Peters Glacier (Brooks Range),2
http://www.wikidata.org/entity/Q11830711,Fleischmann Glacier,2
http://www.wikidata.org/entity/Q11830765,Sunrise Glacier,2
http://www.wikidata.org/entity/Q11830770,Sunset Glacier,2
http://www.wikidata.org/entity/Q11830796,West Fork Glacier (Alaska Range),2
http://www.wikidata.org/entity/Q11830827,Middle Palisade Glacier,2
http://www.wikidata.org/entity/Q11830877,Arikaree Glacier,2
http://www.wikidata.org/entity/Q11831442,White Salmon Glacier,2
http://www.wikidata.org/entity/Q22599260,Western Glacier,2
http://www.wikidata.org/entity/Q5577182,Goethe Glacier,2
http://www.wikidata.org/entity/Q5584142,Gooseneck Glacier,2
http://www.wikidata.org/entity/Q5594003,Gran Glaciar Norte,2
http://www.wikidata.org/entity/Q5597538,Grasshopper Glacier,2
http://www.wikidata.org/entity/Q5636349,Ha-Iltzuk Icefield,2
http://www.wikidata.org/entity/Q11831733,Fishhawk Glacier,2
http://www.wikidata.org/entity/Q11831764,Lower Fremont Glacier,2
http://www.wikidata.org/entity/Q11831771,Minor Glacier,2
http://www.wikidata.org/entity/Q11853550,Austdalsbreen,2
http://www.wikidata.org/entity/Q11860207,Fåbergstølsbreen,2
http://www.wikidata.org/entity/Q11958855,Arkfjellbreen,2
http://www.wikidata.org/entity/Q11959129,Arnicabreen,2
http://www.wikidata.org/entity/Q11959714,Austjøkulen,2
http://www.wikidata.org/entity/Q11959721,Q11959721,2
http://www.wikidata.org/entity/Q11959946,Baalsrudbreen,2
http://www.wikidata.org/entity/Q11960349,Battyebreen,2
http://www.wikidata.org/entity/Q11960353,Bautabreen,2
http://www.wikidata.org/entity/Q11960515,Belopol'skijbreen,2
http://www.wikidata.org/entity/Q11960714,Bergmesterbreen,2
http://www.wikidata.org/entity/Q11960913,Bevanbreen,2
http://www.wikidata.org/entity/Q11961761,Bogerbreen,2
http://www.wikidata.org/entity/Q11961880,Q11961880,2
http://www.wikidata.org/entity/Q11961901,Borbreen,2
http://www.wikidata.org/entity/Q11962088,Brandtbreen,2
http://www.wikidata.org/entity/Q11962174,Breifonna,2
http://www.wikidata.org/entity/Q11962346,Brombreen,2
http://www.wikidata.org/entity/Q11962831,Bødalsbreen,2
http://www.wikidata.org/entity/Q11964121,Coryellbreen,2
http://www.wikidata.org/entity/Q11964549,Dahlfonna,2
http://www.wikidata.org/entity/Q11964879,De Breuckbreen,2
http://www.wikidata.org/entity/Q11966166,Q11966166,2
http://www.wikidata.org/entity/Q11966170,Duboisbreen,2
http://www.wikidata.org/entity/Q11968615,Q11968615,2
http://www.wikidata.org/entity/Q11969251,Florabreen,2
http://www.wikidata.org/entity/Q11970041,Fredfonna,2
http://www.wikidata.org/entity/Q11971592,Garwoodbreen,2
http://www.wikidata.org/entity/Q11971957,Gibsonbreen,2
http://www.wikidata.org/entity/Q11972226,Glopeken,2
http://www.wikidata.org/entity/Q11972251,Gløttfjellbreen,2
http://www.wikidata.org/entity/Q11972418,Goësbreen,2
http://www.wikidata.org/entity/Q11972544,Greinbreane,2
http://www.wikidata.org/entity/Q11972689,Grobreen,2
http://www.wikidata.org/entity/Q11972995,Gruvfonna,2
http://www.wikidata.org/entity/Q11973028,Grånutbreen,2
http://www.wikidata.org/entity/Q11973051,Grønfjordbreane,2
http://www.wikidata.org/entity/Q11973756,Hallwylbreen,2
http://www.wikidata.org/entity/Q11974899,Q11974899,2
http://www.wikidata.org/entity/Q11977586,Iskollbreen,2
http://www.wikidata.org/entity/Q11977946,Jamdalsbreen,2
http://www.wikidata.org/entity/Q11978216,Janssonbreen,2
http://www.wikidata.org/entity/Q11978603,Jinnbreen,2
http://www.wikidata.org/entity/Q11980048,Kanebreen,2
http://www.wikidata.org/entity/Q11980598,Kilbreen,2
http://www.wikidata.org/entity/Q11980813,Kjeglebreen,2
http://www.wikidata.org/entity/Q11981244,Knorringbreen,2
http://www.wikidata.org/entity/Q11981412,Kokbreen,2
http://www.wikidata.org/entity/Q11982204,Krokryggbreen,2
http://www.wikidata.org/entity/Q11982214,Kronglebreen,2
http://www.wikidata.org/entity/Q11982608,Q11982608,2
http://www.wikidata.org/entity/Q11982713,Kvithettbreen,2
http://www.wikidata.org/entity/Q11982819,Körberbreen,2
http://www.wikidata.org/entity/Q11983631,Leifbreen,2
http://www.wikidata.org/entity/Q11986691,Lofthusbreen,2
http://www.wikidata.org/entity/Q11986867,Lovegrovebreen,2
http://www.wikidata.org/entity/Q5666646,Harrower Glacier,2
http://www.wikidata.org/entity/Q5691512,Heap Steep Glacier,2
http://www.wikidata.org/entity/Q5702367,Helen Glacier,2
http://www.wikidata.org/entity/Q5878526,Holanda Glacier,2
http://www.wikidata.org/entity/Q5880593,Arhuay Glacier,2
http://www.wikidata.org/entity/Q5880614,Onelli Glacier,2
http://www.wikidata.org/entity/Q5887081,Holyoke Glacier,2
http://www.wikidata.org/entity/Q5912403,Hotlum Glacier,2
http://www.wikidata.org/entity/Q11986972,Luitpoldbreen,2
http://www.wikidata.org/entity/Q11987056,Lusitaniabreen,2
http://www.wikidata.org/entity/Q11988453,Marmorbreen,2
http://www.wikidata.org/entity/Q11988886,Mefonna,2
http://www.wikidata.org/entity/Q11988903,Mehestbreen,2
http://www.wikidata.org/entity/Q11990369,Mälarbreen,2
http://www.wikidata.org/entity/Q11990498,Møysalbreen,2
http://www.wikidata.org/entity/Q11991922,Nordre Kneikbreen,2
http://www.wikidata.org/entity/Q11994127,Ortbreen,2
http://www.wikidata.org/entity/Q11994629,Paierlbreen,2
http://www.wikidata.org/entity/Q11994977,Paxbreen,2
http://www.wikidata.org/entity/Q11995862,Plogbreen,2
http://www.wikidata.org/entity/Q11995863,Plogbreen,2
http://www.wikidata.org/entity/Q11996659,Pålbreen,2
http://www.wikidata.org/entity/Q11997896,Q11997896,2
http://www.wikidata.org/entity/Q11998766,Rypefjellbreen,2
http://www.wikidata.org/entity/Q11999078,Sagabreen,2
http://www.wikidata.org/entity/Q11999344,Samuelssonbreen,2
http://www.wikidata.org/entity/Q11999736,Scott Turnerbreen,2
http://www.wikidata.org/entity/Q12000045,Sessbreen,2
http://www.wikidata.org/entity/Q12000363,Signybreen,2
http://www.wikidata.org/entity/Q12000897,Skavlefjellbreen,2
http://www.wikidata.org/entity/Q12000966,Skilfonna,2
http://www.wikidata.org/entity/Q12001415,Slakkbreen,2
http://www.wikidata.org/entity/Q12001541,Smaleggbreen,2
http://www.wikidata.org/entity/Q12002556,St. Nikolausbreen,2
http://www.wikidata.org/entity/Q12002608,Stakkbreen,2
http://www.wikidata.org/entity/Q12003094,Stensiöbreen,2
http://www.wikidata.org/entity/Q12003331,Stollbreen,2
http://www.wikidata.org/entity/Q12003333,Stolleybreen,2
http://www.wikidata.org/entity/Q12004196,Sveigbreen,2
http://www.wikidata.org/entity/Q12004281,Svellnosbreen,2
http://www.wikidata.org/entity/Q12004841,Søre Kneikbreen,2
http://www.wikidata.org/entity/Q12004879,Sørkappfonna,2
http://www.wikidata.org/entity/Q12006366,Tillbergfonna,2
http://www.wikidata.org/entity/Q12006812,Toppbreen,2
http://www.wikidata.org/entity/Q12007494,Q12007494,2
http://www.wikidata.org/entity/Q12007828,Tsjebysjovbreen,2
http://www.wikidata.org/entity/Q12007840,Tufsbreen,2
http://www.wikidata.org/entity/Q12007870,Tungebreen,2
http://www.wikidata.org/entity/Q12008572,Urdkollbreen,2
http://www.wikidata.org/entity/Q12008593,Q12008593,2
http://www.wikidata.org/entity/Q12009021,Vardebreen,2
http://www.wikidata.org/entity/Q12009070,Varpbreen,2
http://www.wikidata.org/entity/Q12009169,Vegbreen,2
http://www.wikidata.org/entity/Q12009545,Q12009545,2
http://www.wikidata.org/entity/Q12010176,Vågsbreen,2
http://www.wikidata.org/entity/Q12010291,Vøringbreen,2
http://www.wikidata.org/entity/Q12010604,Wiederbreen,2
http://www.wikidata.org/entity/Q12267801,Q12267801,2
http://www.wikidata.org/entity/Q12526239,Q12526239,2
http://www.wikidata.org/entity/Q12526416,Q12526416,2
http://www.wikidata.org/entity/Q12526639,Q12526639,2
http://www.wikidata.org/entity/Q12528701,Q12528701,2
http://www.wikidata.org/entity/Q12543166,Q12543166,2
http://www.wikidata.org/entity/Q12543590,Q12543590,2
http://www.wikidata.org/entity/Q12716480,Leirbreen,2
http://www.wikidata.org/entity/Q12718158,Sandelvbreen,2
http://www.wikidata.org/entity/Q12718689,Storjuvbrean,2
http://www.wikidata.org/entity/Q12865756,Kibishi Glaciar,2
http://www.wikidata.org/entity/Q5943636,Hunku Glacier,2
http://www.wikidata.org/entity/Q6074589,Irving Glacier,2
http://www.wikidata.org/entity/Q6078232,Isabelle Glacier,2
http://www.wikidata.org/entity/Q6109373,J Glacier,2
http://www.wikidata.org/entity/Q6175559,Jefferson Park Glacier,2
http://www.wikidata.org/entity/Q13580933,Langedalsbreen,2
http://www.wikidata.org/entity/Q14540785,Suldenferner,2
http://www.wikidata.org/entity/Q14713631,Daniel Glacier,2
http://www.wikidata.org/entity/Q14713648,Foss Glacier,2
http://www.wikidata.org/entity/Q14713668,Hidden Creek Glacier,2
http://www.wikidata.org/entity/Q14713871,"Pinnacle Glacier (Lewis County, Washington)",2
http://www.wikidata.org/entity/Q14713899,So-Bahli-Alhi Glacier,2
http://www.wikidata.org/entity/Q14713901,Spider Glacier,2
http://www.wikidata.org/entity/Q14713935,Watson Glacier,2
http://www.wikidata.org/entity/Q15056505,Hovdebreen,2
http://www.wikidata.org/entity/Q31878332,Sellströmbreen,2
http://www.wikidata.org/entity/Q32135816,Bonar Glacier,2
http://www.wikidata.org/entity/Q22402586,Vadret da Sesvenna,2
http://www.wikidata.org/entity/Q22403132,Samuel Glacier,2
http://www.wikidata.org/entity/Q22406522,Emin Glacier,2
http://www.wikidata.org/entity/Q22414219,Q22414219,2
http://www.wikidata.org/entity/Q22414238,Ventisquero del Plomo,2
http://www.wikidata.org/entity/Q22414257,Ventisquero O'Higgins,2
http://www.wikidata.org/entity/Q22414275,Q22414275,2
http://www.wikidata.org/entity/Q34842734,Nautbreen,2
http://www.wikidata.org/entity/Q16274492,Q16274492,2
http://www.wikidata.org/entity/Q16431031,Q16431031,2
http://www.wikidata.org/entity/Q16548045,Triglav glacier,2
http://www.wikidata.org/entity/Q16670529,Q16670529,2
http://www.wikidata.org/entity/Q16670533,Q16670533,2
http://www.wikidata.org/entity/Q16708764,Q16708764,2
http://www.wikidata.org/entity/Q16749690,Bohinj Glacier,2
http://www.wikidata.org/entity/Q16835494,Austgötabreen,2
http://www.wikidata.org/entity/Q16842588,Bjørnbreen,2
http://www.wikidata.org/entity/Q22649583,Grinnell Glacier,2
http://www.wikidata.org/entity/Q16848941,Bullbreen,2
http://www.wikidata.org/entity/Q16889573,Tverrbreen,2
http://www.wikidata.org/entity/Q16891332,Fjortende Julibreen,2
http://www.wikidata.org/entity/Q16891816,Gråkallbreen,2
http://www.wikidata.org/entity/Q16893772,Kvalpyntfonna,2
http://www.wikidata.org/entity/Q16894287,Skruisbreen,2
http://www.wikidata.org/entity/Q16894294,Longstaffbreen,2
http://www.wikidata.org/entity/Q16894363,Løvliebreen,2
http://www.wikidata.org/entity/Q16894690,Markhambreen,2
http://www.wikidata.org/entity/Q16895677,Nansenbreen,2
http://www.wikidata.org/entity/Q16895887,Norddomen,2
http://www.wikidata.org/entity/Q16896311,Dunderdalsbreen,2
http://www.wikidata.org/entity/Q16896589,Dollfusbreen,2
http://www.wikidata.org/entity/Q16897042,Ramondbreen,2
http://www.wikidata.org/entity/Q16897077,Rosenthalbreen,2
http://www.wikidata.org/entity/Q16897142,Scheibreen,2
http://www.wikidata.org/entity/Q16897195,Sjettebreen,2
http://www.wikidata.org/entity/Q16897574,Vegardbreen,2
http://www.wikidata.org/entity/Q16897579,Venernbreen,2
http://www.wikidata.org/entity/Q16897586,Vestgötabreen,2
http://www.wikidata.org/entity/Q17347047,Q17347047,2
http://www.wikidata.org/entity/Q17373220,Q17373220,2
http://www.wikidata.org/entity/Q17749617,Austre Torellbreen,2
http://www.wikidata.org/entity/Q17749721,Ayerbreen,2
http://www.wikidata.org/entity/Q17749991,Bastionbreen,2
http://www.wikidata.org/entity/Q17750567,Blekumbreen,2
http://www.wikidata.org/entity/Q17750991,Brugdebreen,2
http://www.wikidata.org/entity/Q17764518,Dalburgbreen,2
http://www.wikidata.org/entity/Q17765160,Q17765160,2
http://www.wikidata.org/entity/Q17768079,Drønbreen,2
http://www.wikidata.org/entity/Q17769227,Eggbreen,2
http://www.wikidata.org/entity/Q17770616,Fangenbreen,2
http://www.wikidata.org/entity/Q17772764,Fleksurbreen,2
http://www.wikidata.org/entity/Q32173593,Dart Glacier,2
http://www.wikidata.org/entity/Q32222170,Hochstetter Glacier,2
http://www.wikidata.org/entity/Q32225446,Huddleston Glacier,2
http://www.wikidata.org/entity/Q22692705,Kristallwandkees,2
http://www.wikidata.org/entity/Q23305470,Ventisquero Marinelli,2
http://www.wikidata.org/entity/Q23642041,Ventisquero Jorge Montt,2
http://www.wikidata.org/entity/Q23642163,Ventisquero Juncal,2
http://www.wikidata.org/entity/Q23643743,Ventisquero Gualas,2
http://www.wikidata.org/entity/Q23644035,Grandes Ventisqueros,2
http://www.wikidata.org/entity/Q23644520,Ventisquero Francia,2
http://www.wikidata.org/entity/Q23647756,Ventisquero Dalla Vedova,2
http://www.wikidata.org/entity/Q23647782,Ventisquero Darwin,2
http://www.wikidata.org/entity/Q23648034,Ventisquero Cuevas,2
http://www.wikidata.org/entity/Q23648552,Q23648552,2
http://www.wikidata.org/entity/Q23657451,Ventisquero Emma,2
http://www.wikidata.org/entity/Q23657452,Ventisquero Contramaestre,2
http://www.wikidata.org/entity/Q23657925,Ventisquero Izaza,2
http://www.wikidata.org/entity/Q23657936,Q23657936,2
http://www.wikidata.org/entity/Q23657937,Ventisquero Picos Azules,2
http://www.wikidata.org/entity/Q23657986,Ventisquero Serka,2
http://www.wikidata.org/entity/Q24682227,Q24682227,2
http://www.wikidata.org/entity/Q24683391,Q24683391,2
http://www.wikidata.org/entity/Q24683428,Lednik Lekzyr,2
http://www.wikidata.org/entity/Q24683452,Q24683452,2
http://www.wikidata.org/entity/Q24683505,Q24683505,2
http://www.wikidata.org/entity/Q24684002,Ledniki Kibishi,2
http://www.wikidata.org/entity/Q24684391,Q24684391,2
http://www.wikidata.org/entity/Q24685286,Q24685286,2
http://www.wikidata.org/entity/Q24686912,Q24686912,2
http://www.wikidata.org/entity/Q24686915,Q24686915,2
http://www.wikidata.org/entity/Q24687171,Lednik Ortsveri,2
http://www.wikidata.org/entity/Q24687172,Lednik Mis,2
http://www.wikidata.org/entity/Q24687867,Lednik Mna,2
http://www.wikidata.org/entity/Q24688032,Lednik Lardaad,2
http://www.wikidata.org/entity/Q24689614,Q24689614,2
http://www.wikidata.org/entity/Q24689617,Q24689617,2
http://www.wikidata.org/entity/Q24689619,Q24689619,2
http://www.wikidata.org/entity/Q24689621,Q24689621,2
http://www.wikidata.org/entity/Q24689622,Q24689622,2
http://www.wikidata.org/entity/Q24689626,Q24689626,2
http://www.wikidata.org/entity/Q24689627,Q24689627,2
http://www.wikidata.org/entity/Q24689629,Q24689629,2
http://www.wikidata.org/entity/Q24689631,Q24689631,2
http://www.wikidata.org/entity/Q24689633,Q24689633,2
http://www.wikidata.org/entity/Q24689635,Q24689635,2
http://www.wikidata.org/entity/Q24689638,Q24689638,2
http://www.wikidata.org/entity/Q24689640,Q24689640,2
http://www.wikidata.org/entity/Q24689642,Q24689642,2
http://www.wikidata.org/entity/Q24689644,Q24689644,2
http://www.wikidata.org/entity/Q24689646,Q24689646,2
http://www.wikidata.org/entity/Q24689648,Q24689648,2
http://www.wikidata.org/entity/Q24689652,Q24689652,2
http://www.wikidata.org/entity/Q24689654,Q24689654,2
http://www.wikidata.org/entity/Q24689659,Q24689659,2
http://www.wikidata.org/entity/Q24689663,Q24689663,2
http://www.wikidata.org/entity/Q24689665,Q24689665,2
http://www.wikidata.org/entity/Q24689668,Q24689668,2
http://www.wikidata.org/entity/Q24689671,Koruldashi Glacier,2
http://www.wikidata.org/entity/Q24689673,Q24689673,2
http://www.wikidata.org/entity/Q24689674,Q24689674,2
http://www.wikidata.org/entity/Q24689677,Q24689677,2
http://www.wikidata.org/entity/Q24689679,Q24689679,2
http://www.wikidata.org/entity/Q22414297,Ventisquero Oriental,2
http://www.wikidata.org/entity/Q22414313,Ventisquero Romanche,2
http://www.wikidata.org/entity/Q22414334,Ventisquero Roncagli,2
http://www.wikidata.org/entity/Q22414354,Ventisquero San Rafael,2
http://www.wikidata.org/entity/Q22414369,Q22414369,2
http://www.wikidata.org/entity/Q22414577,Ventisquero Snowy,2
http://www.wikidata.org/entity/Q22414598,Ventisquero Stoppani,2
http://www.wikidata.org/entity/Q22414619,Ventisquero Videla,2
http://www.wikidata.org/entity/Q22442158,Q22442158,2
http://www.wikidata.org/entity/Q34843739,Rakhiot Glacier,2
http://www.wikidata.org/entity/Q24689681,Q24689681,2
http://www.wikidata.org/entity/Q24689686,Q24689686,2
http://www.wikidata.org/entity/Q24689688,Q24689688,2
http://www.wikidata.org/entity/Q24689690,Q24689690,2
http://www.wikidata.org/entity/Q24689692,Q24689692,2
